productId,currentTitle,detectedBrand,detectedModel,currentSpecsSummary,missingFields,confidenceLevel,researchRequired,recommendedAction,imageSearchQuery,uaePriceSearchQuery,ksaPriceSearchQuery,seoKeywordTarget
prod_import_xlsx_1776538003641_1,HP EliteBook 840 G3 Laptop,HP,EliteBook 840 G3,Core i5-6300U | 8GB | 256GB | 14-inch | Intel UHD Graphics | Windows 10 Pro | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,Do not enrich yet. Resolve exact brand/model/specs from source documents before any catalog update.,HP EliteBook 840 G3 Laptop official product image white background,HP EliteBook 840 G3 Laptop UAE price refurbished,HP EliteBook 840 G3 Laptop Saudi Arabia price refurbished,HP EliteBook 840 G3 refurbished laptop UAE
prod_import_xlsx_1776538003641_196,Apple iPad Mini 6 64GB Tablet,Apple,Mini 6,A15 Bionic | 4GB | 64GB | 8.3-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Mini 6 iPad official product image white background,Apple iPad Mini 6 64GB Tablet UAE price refurbished,Apple iPad Mini 6 64GB Tablet Saudi Arabia price refurbished,Apple Mini 6 tablet UAE
prod_import_xlsx_1776538003641_197,Apple iPad Air M1 64GB Tablet,Apple,Air M1,M1 | 8GB | 64GB | 10.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Air M1 iPad official product image white background,Apple iPad Air M1 64GB Tablet UAE price refurbished,Apple iPad Air M1 64GB Tablet Saudi Arabia price refurbished,Apple Air M1 tablet UAE
prod_import_xlsx_1776538003641_198,Apple iPad Air M2 128GB Tablet,Apple,Air M2,M2 | 8GB | 128GB | 11-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Air M2 iPad official product image white background,Apple iPad Air M2 128GB Tablet UAE price refurbished,Apple iPad Air M2 128GB Tablet Saudi Arabia price refurbished,Apple Air M2 tablet UAE
prod_import_xlsx_1776538003641_199,Apple iPad Pro M2 11 128GB Tablet,Apple,Pro M2 11,M2 | 8GB | 128GB | 11-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro M2 11 iPad official product image white background,Apple iPad Pro M2 11 128GB Tablet UAE price refurbished,Apple iPad Pro M2 11 128GB Tablet Saudi Arabia price refurbished,Apple Pro M2 11 tablet UAE
prod_import_xlsx_1776538003641_200,Apple iPad Pro M2 12.9 128GB Tablet,Apple,Pro M2 12.9,M2 | 8GB | 128GB | 12.9-inch | Apple GPU | iPadOS | Refurbished,,low,model verification; image verification; UAE price verification; KSA price verification; content rewrite,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Apple Pro M2 12.9 iPad official product image white background,Apple iPad Pro M2 12.9 128GB Tablet UAE price refurbished,Apple iPad Pro M2 12.9 128GB Tablet Saudi Arabia price refurbished,Apple Pro M2 12.9 tablet UAE
prod_import_xlsx_1776538003641_201,Samsung Galaxy S20 Smartphone,Samsung,Galaxy S20,Snapdragon 865 / Exynos 990 | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S20 Galaxy official product image white background,Samsung Galaxy S20 Smartphone UAE price refurbished,Samsung Galaxy S20 Smartphone Saudi Arabia price refurbished,Samsung Galaxy S20 UAE
prod_import_xlsx_1776538003641_203,Samsung Galaxy S20 Ultra Smartphone,Samsung,Galaxy S20 Ultra,Snapdragon 865 / Exynos 990 | 12GB | 256GB | 6.8-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S20 Ultra Galaxy official product image white background,Samsung Galaxy S20 Ultra Smartphone UAE price refurbished,Samsung Galaxy S20 Ultra Smartphone Saudi Arabia price refurbished,Samsung Galaxy S20 Ultra UAE
prod_import_xlsx_1776538003641_204,Samsung Galaxy S20 FE Smartphone,Samsung,Galaxy S20 FE,Snapdragon 865 / Exynos 990 | 8GB | 128GB | 6.4-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S20 FE Galaxy official product image white background,Samsung Galaxy S20 FE Smartphone UAE price refurbished,Samsung Galaxy S20 FE Smartphone Saudi Arabia price refurbished,Samsung Galaxy S20 FE UAE
prod_import_xlsx_1776538003641_205,Samsung Galaxy S21 Smartphone,Samsung,Galaxy S21,Snapdragon 888 / Exynos 2100 | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S21 Galaxy official product image white background,Samsung Galaxy S21 Smartphone UAE price refurbished,Samsung Galaxy S21 Smartphone Saudi Arabia price refurbished,Samsung Galaxy S21 UAE
prod_import_xlsx_1776538003641_207,Samsung Galaxy S21 Ultra Smartphone,Samsung,Galaxy S21 Ultra,Snapdragon 888 / Exynos 2100 | 12GB | 256GB | 6.8-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S21 Ultra Galaxy official product image white background,Samsung Galaxy S21 Ultra Smartphone UAE price refurbished,Samsung Galaxy S21 Ultra Smartphone Saudi Arabia price refurbished,Samsung Galaxy S21 Ultra UAE
prod_import_xlsx_1776538003641_208,Samsung Galaxy S21 FE Smartphone,Samsung,Galaxy S21 FE,Snapdragon 888 / Exynos 2100 | 8GB | 128GB | 6.4-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S21 FE Galaxy official product image white background,Samsung Galaxy S21 FE Smartphone UAE price refurbished,Samsung Galaxy S21 FE Smartphone Saudi Arabia price refurbished,Samsung Galaxy S21 FE UAE
prod_import_xlsx_1776538003641_209,Samsung Galaxy S22 Smartphone,Samsung,Galaxy S22,Snapdragon 8 Gen 1 / Exynos 2200 | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S22 Galaxy official product image white background,Samsung Galaxy S22 Smartphone UAE price refurbished,Samsung Galaxy S22 Smartphone Saudi Arabia price refurbished,Samsung Galaxy S22 UAE
prod_import_xlsx_1776538003641_211,Samsung Galaxy S22 Ultra Smartphone,Samsung,Galaxy S22 Ultra,Snapdragon 8 Gen 1 / Exynos 2200 | 12GB | 256GB | 6.8-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S22 Ultra Galaxy official product image white background,Samsung Galaxy S22 Ultra Smartphone UAE price refurbished,Samsung Galaxy S22 Ultra Smartphone Saudi Arabia price refurbished,Samsung Galaxy S22 Ultra UAE
prod_import_xlsx_1776538003641_212,Samsung Galaxy S23 Smartphone,Samsung,Galaxy S23,Snapdragon 8 Gen 2 | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S23 Galaxy official product image white background,Samsung Galaxy S23 Smartphone UAE price refurbished,Samsung Galaxy S23 Smartphone Saudi Arabia price refurbished,Samsung Galaxy S23 UAE
prod_import_xlsx_1776538003641_214,Samsung Galaxy S23 Ultra Smartphone,Samsung,Galaxy S23 Ultra,Snapdragon 8 Gen 2 | 12GB | 256GB | 6.8-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S23 Ultra Galaxy official product image white background,Samsung Galaxy S23 Ultra Smartphone UAE price refurbished,Samsung Galaxy S23 Ultra Smartphone Saudi Arabia price refurbished,Samsung Galaxy S23 Ultra UAE
prod_import_xlsx_1776538003641_215,Samsung Galaxy S23 FE Smartphone,Samsung,Galaxy S23 FE,Snapdragon 8 Gen 2 | 8GB | 128GB | 6.4-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S23 FE Galaxy official product image white background,Samsung Galaxy S23 FE Smartphone UAE price refurbished,Samsung Galaxy S23 FE Smartphone Saudi Arabia price refurbished,Samsung Galaxy S23 FE UAE
prod_import_xlsx_1776538003641_216,Samsung Galaxy S24 Smartphone,Samsung,Galaxy S24,Snapdragon 8 Gen 3 / Exynos 2400 | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S24 Galaxy official product image white background,Samsung Galaxy S24 Smartphone UAE price refurbished,Samsung Galaxy S24 Smartphone Saudi Arabia price refurbished,Samsung Galaxy S24 UAE
prod_import_xlsx_1776538003641_218,Samsung Galaxy S24 Ultra Smartphone,Samsung,Galaxy S24 Ultra,Snapdragon 8 Gen 3 / Exynos 2400 | 12GB | 256GB | 6.8-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy S24 Ultra Galaxy official product image white background,Samsung Galaxy S24 Ultra Smartphone UAE price refurbished,Samsung Galaxy S24 Ultra Smartphone Saudi Arabia price refurbished,Samsung Galaxy S24 Ultra UAE
prod_import_xlsx_1776538003641_219,Samsung Galaxy A12 Smartphone,Samsung,Galaxy A12,Helio P35 | 4GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A12 Galaxy official product image white background,Samsung Galaxy A12 Smartphone UAE price refurbished,Samsung Galaxy A12 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A12 UAE
prod_import_xlsx_1776538003641_220,Samsung Galaxy A13 Smartphone,Samsung,Galaxy A13,Exynos 850 | 4GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A13 Galaxy official product image white background,Samsung Galaxy A13 Smartphone UAE price refurbished,Samsung Galaxy A13 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A13 UAE
prod_import_xlsx_1776538003641_221,Samsung Galaxy A14 Smartphone,Samsung,Galaxy A14,Exynos 1330 | 4GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A14 Galaxy official product image white background,Samsung Galaxy A14 Smartphone UAE price refurbished,Samsung Galaxy A14 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A14 UAE
prod_import_xlsx_1776538003641_222,Samsung Galaxy A15 Smartphone,Samsung,Galaxy A15,Helio G99 | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A15 Galaxy official product image white background,Samsung Galaxy A15 Smartphone UAE price refurbished,Samsung Galaxy A15 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A15 UAE
prod_import_xlsx_1776538003641_223,Samsung Galaxy A20 Smartphone,Samsung,Galaxy A20,Helio G80 / Dimensity | 4GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A20 Galaxy official product image white background,Samsung Galaxy A20 Smartphone UAE price refurbished,Samsung Galaxy A20 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A20 UAE
prod_import_xlsx_1776538003641_224,Samsung Galaxy A21 Smartphone,Samsung,Galaxy A21,Helio G80 / Dimensity | 4GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A21 Galaxy official product image white background,Samsung Galaxy A21 Smartphone UAE price refurbished,Samsung Galaxy A21 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A21 UAE
prod_import_xlsx_1776538003641_225,Samsung Galaxy A22 Smartphone,Samsung,Galaxy A22,Helio G80 / Dimensity | 4GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A22 Galaxy official product image white background,Samsung Galaxy A22 Smartphone UAE price refurbished,Samsung Galaxy A22 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A22 UAE
prod_import_xlsx_1776538003641_226,Samsung Galaxy A23 Smartphone,Samsung,Galaxy A23,Helio G80 / Dimensity | 4GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A23 Galaxy official product image white background,Samsung Galaxy A23 Smartphone UAE price refurbished,Samsung Galaxy A23 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A23 UAE
prod_import_xlsx_1776538003641_227,Samsung Galaxy A30 Smartphone,Samsung,Galaxy A30,Exynos 1280 / Dimensity | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A30 Galaxy official product image white background,Samsung Galaxy A30 Smartphone UAE price refurbished,Samsung Galaxy A30 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A30 UAE
prod_import_xlsx_1776538003641_228,Samsung Galaxy A31 Smartphone,Samsung,Galaxy A31,Exynos 1280 / Dimensity | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A31 Galaxy official product image white background,Samsung Galaxy A31 Smartphone UAE price refurbished,Samsung Galaxy A31 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A31 UAE
prod_import_xlsx_1776538003641_229,Samsung Galaxy A32 Smartphone,Samsung,Galaxy A32,Exynos 1280 / Dimensity | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A32 Galaxy official product image white background,Samsung Galaxy A32 Smartphone UAE price refurbished,Samsung Galaxy A32 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A32 UAE
prod_import_xlsx_1776538003641_230,Samsung Galaxy A33 Smartphone,Samsung,Galaxy A33,Exynos 1280 / Dimensity | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A33 Galaxy official product image white background,Samsung Galaxy A33 Smartphone UAE price refurbished,Samsung Galaxy A33 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A33 UAE
prod_import_xlsx_1776538003641_231,Samsung Galaxy A50 Smartphone,Samsung,Galaxy A50,Exynos / Snapdragon Midrange | 8GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A50 Galaxy official product image white background,Samsung Galaxy A50 Smartphone UAE price refurbished,Samsung Galaxy A50 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A50 UAE
prod_import_xlsx_1776538003641_232,Samsung Galaxy A51 Smartphone,Samsung,Galaxy A51,Exynos / Snapdragon Midrange | 8GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A51 Galaxy official product image white background,Samsung Galaxy A51 Smartphone UAE price refurbished,Samsung Galaxy A51 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A51 UAE
prod_import_xlsx_1776538003641_233,Samsung Galaxy A52 Smartphone,Samsung,Galaxy A52,Exynos / Snapdragon Midrange | 8GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A52 Galaxy official product image white background,Samsung Galaxy A52 Smartphone UAE price refurbished,Samsung Galaxy A52 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A52 UAE
prod_import_xlsx_1776538003641_234,Samsung Galaxy A52s Smartphone,Samsung,Galaxy A52s,Octa-Core | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A52s Galaxy official product image white background,Samsung Galaxy A52s Smartphone UAE price refurbished,Samsung Galaxy A52s Smartphone Saudi Arabia price refurbished,Samsung Galaxy A52s UAE
prod_import_xlsx_1776538003641_235,Samsung Galaxy A53 Smartphone,Samsung,Galaxy A53,Exynos / Snapdragon Midrange | 8GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A53 Galaxy official product image white background,Samsung Galaxy A53 Smartphone UAE price refurbished,Samsung Galaxy A53 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A53 UAE
prod_import_xlsx_1776538003641_236,Samsung Galaxy A54 Smartphone,Samsung,Galaxy A54,Exynos / Snapdragon Midrange | 8GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A54 Galaxy official product image white background,Samsung Galaxy A54 Smartphone UAE price refurbished,Samsung Galaxy A54 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A54 UAE
prod_import_xlsx_1776538003641_237,Samsung Galaxy A55 Smartphone,Samsung,Galaxy A55,Exynos / Snapdragon Midrange | 8GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy A55 Galaxy official product image white background,Samsung Galaxy A55 Smartphone UAE price refurbished,Samsung Galaxy A55 Smartphone Saudi Arabia price refurbished,Samsung Galaxy A55 UAE
prod_import_xlsx_1776538003641_238,Samsung Galaxy Note 10 Smartphone,Samsung,Galaxy Note 10,Exynos 9825 / Snapdragon 855 | 8GB | 256GB | 6.3-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Note 10 Galaxy official product image white background,Samsung Galaxy Note 10 Smartphone UAE price refurbished,Samsung Galaxy Note 10 Smartphone Saudi Arabia price refurbished,Samsung Galaxy Note 10 UAE
prod_import_xlsx_1776538003641_240,Samsung Galaxy Note 20 Smartphone,Samsung,Galaxy Note 20,Exynos 990 / Snapdragon 865+ | 8GB | 256GB | 6.7-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Note 20 Galaxy official product image white background,Samsung Galaxy Note 20 Smartphone UAE price refurbished,Samsung Galaxy Note 20 Smartphone Saudi Arabia price refurbished,Samsung Galaxy Note 20 UAE
prod_import_xlsx_1776538003641_241,Samsung Galaxy Note 20 Ultra Smartphone,Samsung,Galaxy Note 20 Ultra,Exynos 990 / Snapdragon 865+ | 12GB | 256GB | 6.9-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Note 20 Ultra Galaxy official product image white background,Samsung Galaxy Note 20 Ultra Smartphone UAE price refurbished,Samsung Galaxy Note 20 Ultra Smartphone Saudi Arabia price refurbished,Samsung Galaxy Note 20 Ultra UAE
prod_import_xlsx_1776538003641_242,Samsung Galaxy Z Flip 3 Smartphone,Samsung,Galaxy Z Flip 3,Snapdragon 888 | 8GB | 256GB | 6.7-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Z Flip 3 Galaxy official product image white background,Samsung Galaxy Z Flip 3 Smartphone UAE price refurbished,Samsung Galaxy Z Flip 3 Smartphone Saudi Arabia price refurbished,Samsung Galaxy Z Flip 3 UAE
prod_import_xlsx_1776538003641_243,Samsung Galaxy Z Flip 4 Smartphone,Samsung,Galaxy Z Flip 4,Snapdragon 8+ Gen 1 | 8GB | 256GB | 6.7-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Z Flip 4 Galaxy official product image white background,Samsung Galaxy Z Flip 4 Smartphone UAE price refurbished,Samsung Galaxy Z Flip 4 Smartphone Saudi Arabia price refurbished,Samsung Galaxy Z Flip 4 UAE
prod_import_xlsx_1776538003641_244,Samsung Galaxy Z Flip 5 Smartphone,Samsung,Galaxy Z Flip 5,Snapdragon 8 Gen 2 | 8GB | 256GB | 6.7-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Z Flip 5 Galaxy official product image white background,Samsung Galaxy Z Flip 5 Smartphone UAE price refurbished,Samsung Galaxy Z Flip 5 Smartphone Saudi Arabia price refurbished,Samsung Galaxy Z Flip 5 UAE
prod_import_xlsx_1776538003641_245,Samsung Galaxy Z Fold 3 Smartphone,Samsung,Galaxy Z Fold 3,Snapdragon 888 | 12GB | 256GB | 7.6-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Z Fold 3 Galaxy official product image white background,Samsung Galaxy Z Fold 3 Smartphone UAE price refurbished,Samsung Galaxy Z Fold 3 Smartphone Saudi Arabia price refurbished,Samsung Galaxy Z Fold 3 UAE
prod_import_xlsx_1776538003641_246,Samsung Galaxy Z Fold 4 Smartphone,Samsung,Galaxy Z Fold 4,Snapdragon 8+ Gen 1 | 12GB | 256GB | 7.6-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Z Fold 4 Galaxy official product image white background,Samsung Galaxy Z Fold 4 Smartphone UAE price refurbished,Samsung Galaxy Z Fold 4 Smartphone Saudi Arabia price refurbished,Samsung Galaxy Z Fold 4 UAE
prod_import_xlsx_1776538003641_247,Samsung Galaxy Z Fold 5 Smartphone,Samsung,Galaxy Z Fold 5,Snapdragon 8 Gen 2 | 12GB | 256GB | 7.6-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy Z Fold 5 Galaxy official product image white background,Samsung Galaxy Z Fold 5 Smartphone UAE price refurbished,Samsung Galaxy Z Fold 5 Smartphone Saudi Arabia price refurbished,Samsung Galaxy Z Fold 5 UAE
prod_import_xlsx_1776538003641_248,Samsung Galaxy M12 Smartphone,Samsung,Galaxy M12,Exynos 850 | 4GB | 64GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy M12 Galaxy official product image white background,Samsung Galaxy M12 Smartphone UAE price refurbished,Samsung Galaxy M12 Smartphone Saudi Arabia price refurbished,Samsung Galaxy M12 UAE
prod_import_xlsx_1776538003641_249,Samsung Galaxy M13 Smartphone,Samsung,Galaxy M13,Exynos 850 | 4GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy M13 Galaxy official product image white background,Samsung Galaxy M13 Smartphone UAE price refurbished,Samsung Galaxy M13 Smartphone Saudi Arabia price refurbished,Samsung Galaxy M13 UAE
prod_import_xlsx_1776538003641_250,Samsung Galaxy M14 Smartphone,Samsung,Galaxy M14,Exynos 1330 | 6GB | 128GB | 6.5-inch | Adreno/Mali GPU | Android | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Samsung Galaxy M14 Galaxy official product image white background,Samsung Galaxy M14 Smartphone UAE price refurbished,Samsung Galaxy M14 Smartphone Saudi Arabia price refurbished,Samsung Galaxy M14 UAE
prod_import_xlsx_1776538003641_251,20W Fast Charger,Generic,20W Fast Charger,N/A | N/A | N/A | N/A | N/A | Universal | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Generic 20W Fast Charger Accessory official product image white background,20W Fast Charger UAE price refurbished,20W Fast Charger Saudi Arabia price refurbished,Generic 20W Fast Charger tablet UAE
prod_import_xlsx_1776538003641_252,25W Samsung Charger,Generic,25W Samsung Charger,N/A | N/A | N/A | N/A | N/A | Universal | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Generic 25W Samsung Charger Accessory official product image white background,25W Samsung Charger UAE price refurbished,25W Samsung Charger Saudi Arabia price refurbished,Generic 25W Samsung Charger tablet UAE
prod_import_xlsx_1776538003641_253,45W Fast Charger,Generic,45W Fast Charger,N/A | N/A | N/A | N/A | N/A | Universal | New,,low,model verification; image verification; UAE price verification; KSA price verification,"Do not enrich yet. Resolve exact variant, storage, color, and condition from source data first.",Generic 45W Fast Charger Accessory official product image white background,45W Fast Charger UAE price refurbished,45W Fast Charger Saudi Arabia price refurbished,Generic 45W Fast Charger tablet UAE
